,Country Name,Travel Destination,Checking,Things to Do,location,reviewcount
382,Indonesia,Solok,Solok,"['Pemandangan & Tengara (6)', 'Wisata Alam & Taman (6)', 'Spa & Kebugaran (2)', 'Aktivitas Luar Ruangan (2)', 'Cocok untuk Anak-Anak (2)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","West Sumatra, Indonesia",156
388,Indonesia,Purbalingga,Purbalingga,"['Pemandangan & Tengara (6)', 'Wisata Alam & Taman (3)', 'Hiburan & Permainan (2)', 'Kebun Binatang & Akuarium (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)']","Jawa Tengah, Indonesia",121
392,Indonesia,Sukoharjo,Sukoharjo,"['Tempat Belanja (4)', 'Spa & Kebugaran (2)', 'Pemandangan & Tengara (1)', 'Museum (1)', 'Wisata Alam & Taman (1)']","Jawa Tengah, Indonesia",288
394,Indonesia,Muara Enim,Muara Enim,"['Hiburan malam (1)', 'Wisata Alam & Taman (1)']","Sumatra Selatan, Indonesia",344
397,Indonesia,Sentani,Sentani,"['Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Anak-Anak (2)', 'Masuk Gratis (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)']","Papua, Indonesia",212
401,Indonesia,Purworejo,Purworejo,"['Wisata Alam & Taman (8)', 'Pemandangan & Tengara (3)', 'Aktivitas Luar Ruangan (3)', 'Tur (1)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)']","Jawa Tengah, Indonesia",110
407,Indonesia,Tual,Tual,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)', 'Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Masuk Gratis (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Bagus Saat Hujan (1)']","Kepulauan Kai, Indonesia",214
411,Indonesia,Batu layar,Batu layar,"['Tur (6)', 'Aktivitas Luar Ruangan (4)', 'Spa & Kebugaran (3)', 'Tur dengan Perahu & Olahraga Air (2)', 'Hiburan malam (1)', 'Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (3)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (3)', 'Lokasi bulan madu (2)', 'Harga terjangkau (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Senggigi, Indonesia",3501
415,Indonesia,Bulukumba,Bulukumba,"['Aktivitas Luar Ruangan (8)', 'Wisata Alam & Taman (6)', 'Tur (3)', 'Pemandangan & Tengara (2)', 'Makanan & Minuman (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (4)', 'Tempat yang Belum Populer (3)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Masuk Gratis (2)', 'Berjiwa petualang (2)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)']","Sulawesi Selatan, Indonesia",503
416,Indonesia,Banyumas,Banyumas,"['Wisata Alam & Taman (12)', 'Pemandangan & Tengara (9)', 'Tempat Belanja (2)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)']","Jawa Tengah, Indonesia",219
417,Indonesia,Kalimantan Tengah,Kalimantan Tengah,"['Tur (44)', 'Aktivitas Luar Ruangan (43)', 'Tur dengan Perahu & Olahraga Air (18)', 'Wisata Alam & Taman (18)', 'Pemandangan & Tengara (11)', 'Transportasi (6)', 'Tempat Belanja (4)', 'Hiburan & Permainan (4)', 'Spa & Kebugaran (2)', 'Kursus & Sanggar (1)', 'Museum (1)', 'Cocok untuk Pasangan (21)', 'Cocok untuk Anak-Anak (21)', 'Cocok untuk Kelompok Besar (17)', 'Berjiwa petualang (14)', 'Harga terjangkau (11)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Lokasi bulan madu (4)', 'Tempat yang Belum Populer (4)', 'Bagus Saat Hujan (4)', 'Masuk Gratis (2)']","Kalimantan, Indonesia",5118
419,Indonesia,Sekupang,Sekupang,"['Pemandangan & Tengara (6)', 'Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (3)', 'Spa & Kebugaran (1)', 'Transportasi (1)', 'Harga terjangkau (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']","Batam, Indonesia",502
421,Indonesia,Abang,Abang,"['Tur (82)', 'Aktivitas Luar Ruangan (66)', 'Tur dengan Perahu & Olahraga Air (56)', 'Transportasi (25)', 'Spa & Kebugaran (14)', 'Wisata Alam & Taman (3)', 'Hiburan malam (2)', 'Tempat Belanja (2)', 'Kursus & Sanggar (2)', 'Pemandangan & Tengara (2)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Pasangan (54)', 'Harga terjangkau (48)', 'Cocok untuk Penggemar Aktivitas Ekstrem (34)', 'Bagus Saat Hujan (33)', 'Lokasi bulan madu (30)', 'Cocok untuk Anak-Anak (28)', 'Cocok untuk Kelompok Besar (25)', 'Berjiwa petualang (9)', 'Masuk Gratis (4)', 'Tempat yang Belum Populer (2)']","Karangasem, Indonesia",55552
422,Indonesia,Celuk,Celuk,"['Tempat Belanja (5)', 'Tur (3)', 'Pemandangan & Tengara (2)', 'Aktivitas Luar Ruangan (2)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Bagus Saat Hujan (3)', 'Masuk Gratis (2)', 'Cocok untuk Pasangan (1)']","Bali, Indonesia",176
424,Indonesia,Cijulang,Cijulang,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Masuk Gratis (1)']","Jawa Barat, Indonesia",188
426,Indonesia,Tanjung Pandan,Tanjung Pandan,"['Aktivitas Luar Ruangan (15)', 'Tur (14)', 'Tur dengan Perahu & Olahraga Air (4)', 'Wisata Alam & Taman (4)', 'Pemandangan & Tengara (3)', 'Tempat Belanja (2)', 'Spa & Kebugaran (2)', 'Museum (1)', 'Transportasi (1)', 'Cocok untuk Anak-Anak (4)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Masuk Gratis (3)', 'Cocok untuk Pasangan (2)', 'Lokasi bulan madu (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Bagus Saat Hujan (1)']","Pulau Belitung, Indonesia",3798
427,Indonesia,Pejarakan,Pejarakan,['Spa & Kebugaran (2)'],"Gerokgak, Indonesia",427
428,Indonesia,Wanagiri,Wanagiri,"['Tur (4)', 'Pemandangan & Tengara (4)', 'Aktivitas Luar Ruangan (4)', 'Wisata Alam & Taman (3)', 'Makanan & Minuman (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (6)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Sukasada, Indonesia",586
429,Indonesia,Pulau Una Una,Pulau Una Una,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)']","Kepulauan Togian, Indonesia",340
439,Indonesia,South Tangerang,South Tangerang,"['Tempat Belanja (4)', 'Hiburan & Permainan (3)', 'Wisata Alam & Taman (3)', 'Spa & Kebugaran (2)', 'Transportasi (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Masuk Gratis (2)', 'Cocok untuk Anak-Anak (1)']","Banten Province, Indonesia",649
440,Indonesia,Katupat,Katupat,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Kepulauan Togian, Indonesia",168
441,Indonesia,Karanganyar,Karanganyar,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (4)', 'Tur (1)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (3)', 'Tempat yang Belum Populer (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Jawa Tengah, Indonesia",1028
447,Indonesia,Batubulan,Batubulan,"['Tur (23)', 'Aktivitas Luar Ruangan (8)', 'Tur dengan Perahu & Olahraga Air (4)', 'Tempat Belanja (3)', 'Makanan & Minuman (2)', 'Kursus & Sanggar (2)', 'Museum (2)', 'Transportasi (2)', 'Spa & Kebugaran (1)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (7)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (5)', 'Bagus Saat Hujan (5)', 'Lokasi bulan madu (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Tempat yang Belum Populer (2)', 'Masuk Gratis (1)']","Sukawati, Indonesia",1554
449,Indonesia,Kutuh,Kutuh,"['Pemandangan & Tengara (4)', 'Wisata Alam & Taman (2)', 'Spa & Kebugaran (1)']","Bali, Indonesia",666
457,Indonesia,Ranowangko,Ranowangko,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Sulawesi Utara, Indonesia",156
458,Indonesia,Bintan Regency,Bintan Regency,"['Tur (40)', 'Aktivitas Luar Ruangan (31)', 'Transportasi (23)', 'Tur dengan Perahu & Olahraga Air (21)', 'Pemandangan & Tengara (16)', 'Spa & Kebugaran (11)', 'Wisata Alam & Taman (9)', 'Hiburan malam (6)', 'Tempat Belanja (4)', 'Kebun Binatang & Akuarium (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', '', 'Lihat semua', 'Cocok untuk Pasangan (16)', 'Harga terjangkau (15)', 'Cocok untuk Anak-Anak (14)', 'Cocok untuk Kelompok Besar (13)', 'Masuk Gratis (12)', 'Bagus Saat Hujan (10)', 'Lokasi bulan madu (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Tempat yang Belum Populer (3)', 'Berjiwa petualang (2)']","Riau Archipelago, Indonesia",26359
459,Indonesia,Batununggul,Batununggul,"['Tur (1)', 'Transportasi (1)']","Nusa Penida, Indonesia",729
461,Indonesia,Tangkahan,Tangkahan,"['Tur (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)', 'Berjiwa petualang (1)']","Sumatera Utara, Indonesia",260
463,Indonesia,Prambanan,Prambanan,"['Pemandangan & Tengara (5)', 'Tur (4)', 'Aktivitas Luar Ruangan (2)', 'Transportasi (1)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)']","Jawa Tengah, Indonesia",6641
465,Indonesia,Tibubeneng,Tibubeneng,"['Spa & Kebugaran (7)', 'Tur (5)', 'Kursus & Sanggar (4)', 'Aktivitas Luar Ruangan (4)', 'Tur dengan Perahu & Olahraga Air (3)', 'Hiburan & Permainan (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Museum (1)', 'Cocok untuk Pasangan (6)', 'Bagus Saat Hujan (5)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Kuta Utara, Indonesia",14931
468,Indonesia,Nagari Sungai Pinang,Nagari Sungai Pinang,['Museum (1)'],"West Sumatra, Indonesia",126
475,Indonesia,Ngawi,Ngawi,"['Wisata Alam & Taman (4)', 'Pemandangan & Tengara (3)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (1)']","Jawa Timur, Indonesia",134
479,Indonesia,Sewon,Sewon,"['Tempat Belanja (3)', 'Tur (2)', 'Museum (2)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)']","Yogyakarta, Indonesia",1486
480,Indonesia,Majalengka,Majalengka,"['Wisata Alam & Taman (5)', 'Pemandangan & Tengara (2)', 'Transportasi (2)', 'Hiburan malam (1)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)']","Jawa Barat, Indonesia",123
484,Indonesia,Tuktuk Siadong,Tuktuk Siadong,"['Hiburan malam (2)', 'Tur (1)', 'Konser & Pertunjukan (1)']","Samosir, Indonesia",927
488,Indonesia,Kayuputih,Kayuputih,"['Tur (2)', 'Aktivitas Luar Ruangan (2)', 'Transportasi (1)']","Sukasada, Indonesia",432
489,Indonesia,Megamendung,Megamendung,['Wisata Alam & Taman (1)'],"Bogor Regency, Indonesia",944
490,Indonesia,Sumur Batu,Sumur Batu,['Spa & Kebugaran (1)'],"Babakan Madang, Indonesia",904
492,Indonesia,Babakan Madang,Babakan Madang,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (5)', 'Spa & Kebugaran (2)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Bogor Regency, Indonesia",5052
494,Indonesia,Bogor Regency,Bogor Regency,"['Wisata Alam & Taman (10)', 'Pemandangan & Tengara (6)', 'Spa & Kebugaran (2)', 'Tempat Belanja (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Jawa Barat, Indonesia",6085
496,Indonesia,Tanah Lot,Tanah Lot,"['Tur (4)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Tempat yang Belum Populer (1)']","Bali, Indonesia",299
497,Indonesia,Gunung Kijang,Gunung Kijang,"['Tur (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Bintan, Indonesia",364
501,Indonesia,Gianyar Regency,Gianyar Regency,"['Tur (1.179)', 'Aktivitas Luar Ruangan (695)', 'Spa & Kebugaran (325)', 'Tur dengan Perahu & Olahraga Air (255)', 'Transportasi (247)', 'Tempat Belanja (240)', 'Kursus & Sanggar (166)', 'Makanan & Minuman (108)', 'Pemandangan & Tengara (84)', 'Hiburan & Permainan (70)', 'Museum (61)', 'Wisata Alam & Taman (40)', 'Konser & Pertunjukan (27)', 'Hiburan malam (21)', 'Kebun Binatang & Akuarium (4)', '', '', '', 'Lihat semua', 'Cocok untuk Pasangan (544)', 'Harga terjangkau (464)', 'Bagus Saat Hujan (401)', 'Cocok untuk Anak-Anak (331)', 'Cocok untuk Kelompok Besar (301)', 'Lokasi bulan madu (248)', 'Tempat yang Belum Populer (140)', 'Cocok untuk Penggemar Aktivitas Ekstrem (114)', 'Masuk Gratis (99)', 'Berjiwa petualang (69)']","Bali, Indonesia",704023
505,Indonesia,Tepus,Tepus,"['Wisata Alam & Taman (2)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Yogyakarta, Indonesia",382
509,Indonesia,Sanur Kaja,Sanur Kaja,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Transportasi (5)', 'Aktivitas Luar Ruangan (5)', 'Spa & Kebugaran (1)']","Denpasar, Indonesia",170
512,Indonesia,Imogiri,Imogiri,"['Wisata Alam & Taman (2)', 'Tempat Belanja (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Yogyakarta, Indonesia",305
516,Indonesia,Medahan,Medahan,"['Tur (1)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)']","Blahbatuh, Indonesia",186
518,Indonesia,Rinca,Rinca,"['Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Taman Nasional Komodo, Indonesia",727
519,Indonesia,Provinsi Gorontalo,Provinsi Gorontalo,"['Wisata Alam & Taman (21)', 'Aktivitas Luar Ruangan (15)', 'Tur (5)', 'Pemandangan & Tengara (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Tempat Belanja (2)', 'Spa & Kebugaran (1)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Sulawesi, Indonesia",1733
520,Indonesia,Sangeh,Sangeh,"['Pemandangan & Tengara (2)', 'Tempat Belanja (1)', 'Tur (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Tempat yang Belum Populer (1)']","Bali, Indonesia",535
521,Indonesia,Kubutambahan,Kubutambahan,"['Pemandangan & Tengara (3)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Wisata Alam & Taman (1)']","Kabupaten Buleleng, Indonesia",215
522,Indonesia,Sakti,Sakti,"['Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Wisata Alam & Taman (2)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']","Nusa Penida, Indonesia",1445
525,Indonesia,Kalabahi,Kalabahi,"['Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Museum (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']","Alor, Indonesia",189
531,Indonesia,Pulau Kakaban,Pulau Kakaban,"['Wisata Alam & Taman (2)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Anak-Anak (1)']","Kalimantan Timur, Indonesia",221
533,Indonesia,Tanggamus,Tanggamus,"['Wisata Alam & Taman (8)', 'Pemandangan & Tengara (3)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Lampung, Indonesia",164
535,Indonesia,Manggar,Manggar,"['Pemandangan & Tengara (2)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Pulau Belitung, Indonesia",190
537,Indonesia,Semanu,Semanu,"['Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Yogyakarta, Indonesia",573
539,Indonesia,Mayong,Mayong,"['Tur (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)']","Seririt, Indonesia",512
547,Indonesia,Bukti,Bukti,['Pemandangan & Tengara (1)'],"Kubutambahan, Indonesia",140
549,Indonesia,Mendut,Mendut,"['Tempat Belanja (2)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Museum (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']","Jawa Tengah, Indonesia",294
558,Indonesia,Subagan,Subagan,"['Aktivitas Luar Ruangan (2)', 'Hiburan malam (1)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)']","Karangasem, Indonesia",304
559,Indonesia,Ambarita,Ambarita,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']","Samosir, Indonesia",230
561,Indonesia,Tetebatu,Tetebatu,"['Tur (13)', 'Aktivitas Luar Ruangan (12)', 'Transportasi (2)', 'Makanan & Minuman (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Berjiwa petualang (1)']","Lombok, Indonesia",1051
565,Indonesia,Tanjungsari,Tanjungsari,"['Wisata Alam & Taman (2)', 'Aktivitas Luar Ruangan (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Yogyakarta, Indonesia",120
566,Indonesia,Pujut,Pujut,"['Tur (3)', 'Aktivitas Luar Ruangan (3)', 'Spa & Kebugaran (2)', 'Wisata Alam & Taman (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (2)', 'Bagus Saat Hujan (2)']","Lombok, Indonesia",334
567,Indonesia,Kuta Selatan,Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)', 'Spa & Kebugaran (56)', 'Tempat Belanja (23)', 'Transportasi (22)', 'Makanan & Minuman (11)', 'Kursus & Sanggar (8)', 'Pemandangan & Tengara (7)', 'Hiburan & Permainan (7)', 'Wisata Alam & Taman (3)', 'Hiburan malam (2)', 'Cocok untuk Pasangan (71)', 'Cocok untuk Anak-Anak (58)', 'Harga terjangkau (49)', 'Cocok untuk Kelompok Besar (49)', 'Bagus Saat Hujan (43)', 'Lokasi bulan madu (27)', 'Cocok untuk Penggemar Aktivitas Ekstrem (22)', 'Masuk Gratis (9)', 'Tempat yang Belum Populer (4)', 'Berjiwa petualang (2)']","Bali, Indonesia",106530
568,Indonesia,Kuta Selatan,Kuta Selatan,"['Tur (194)', 'Aktivitas Luar Ruangan (109)', 'Tur dengan Perahu & Olahraga Air (65)', 'Spa & Kebugaran (56)', 'Tempat Belanja (23)', 'Transportasi (22)', 'Makanan & Minuman (11)', 'Kursus & Sanggar (8)', 'Pemandangan & Tengara (7)', 'Hiburan & Permainan (7)', 'Wisata Alam & Taman (3)', 'Hiburan malam (2)', 'Cocok untuk Pasangan (71)', 'Cocok untuk Anak-Anak (58)', 'Harga terjangkau (49)', 'Cocok untuk Kelompok Besar (49)', 'Bagus Saat Hujan (43)', 'Lokasi bulan madu (27)', 'Cocok untuk Penggemar Aktivitas Ekstrem (22)', 'Masuk Gratis (9)', 'Tempat yang Belum Populer (4)', 'Berjiwa petualang (2)']","Kecamatan Kuta, Indonesia",370
571,Indonesia,Carangsari,Carangsari,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Wisata Alam & Taman (1)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Pasangan (1)', 'Lokasi bulan madu (1)']","Bali, Indonesia",823
572,Indonesia,Provinsi Bengkulu,Provinsi Bengkulu,"['Wisata Alam & Taman (15)', 'Aktivitas Luar Ruangan (11)', 'Pemandangan & Tengara (6)', 'Tur (4)', 'Museum (2)', 'Transportasi (2)', 'Tempat Belanja (1)', 'Acara (1)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']","Sumatra, Indonesia",1751
573,Indonesia,Nungnung,Nungnung,"['Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Bali, Indonesia",334
578,Indonesia,Labuhan,Labuhan,"['Tur (7)', 'Aktivitas Luar Ruangan (7)', 'Tur dengan Perahu & Olahraga Air (3)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (3)', 'Cocok untuk Anak-Anak (3)', 'Bagus Saat Hujan (2)']","Banten Province, Indonesia",195
